Age_Group,Gender,Occupation,City_Tier,Income,Monthly_Spending,Monthly_Savings,Budget_Following,Spending_Category,Tracking_Frequency,Food_Order_Frequency,Impulse_Purchase,Subscriptions,Spending_Trigger,Post_Spending_Feeling,Purchase_Decision,Discount_Influence,Financial_Goal,Financial_Awareness,Discipline_Score,App_Usage,App_Drop_Reason,Preferred_Feature,Spending_Combination,Lifestyle,App_Interest
45+,Male,Student,Tier3,20000-50000,17174,8231,No,Food,Daily,Daily,Rarely,3,Need-based,Guilty,Plan,Not at all,Debt,Sometimes,4,No,Too manual,Saving suggestions,Shopping+Travel,Balanced,Yes
45+,Male,Professional,Tier3,20000-50000,36210,2993,No,Food,Occasionally,Weekly,Sometimes,3,Discounts,Guilty,Plan,Not at all,Investing,Yes,5,No,None,Spending prediction,Food+Shopping,Minimalist,No
45+,Female,Homemaker,Tier2,20000-50000,21411,5566,No,Entertainment,Occasionally,Daily,Never,5,Need-based,Guilty,Instant,Moderate,Debt,No,2,Yes,Time-consuming,Budget alerts,Food+Shopping,Luxury,No
45+,Male,Professional,Tier1,100000+,93872,14266,No,Entertainment,Occasionally,Rarely,Never,4,Discounts,Neutral,Plan,Moderate,Investing,No,4,Yes,None,Spending prediction,Subscriptions+Entertainment,Minimalist,Yes
35-44,Female,Professional,Tier1,20000-50000,35739,3283,No,Food,Occasionally,3-4/week,Sometimes,1,Social,Neutral,Instant,Strongly,Debt,Sometimes,1,Yes,Too manual,Saving suggestions,Food+Shopping,Minimalist,Yes
35-44,Female,Student,Tier3,50000-100000,64735,18754,No,Food,Weekly,Weekly,Sometimes,3,Social,Dont notice,Compare,Strongly,Debt,No,4,No,None,Expense tracking,Food+Shopping,Luxury,Yes
18-24,Female,Student,Tier1,50000-100000,34978,5018,Yes,Entertainment,Daily,Daily,Never,1,Emotional,Guilty,Compare,Not at all,Saving,Yes,2,No,Not useful,Saving suggestions,Subscriptions+Entertainment,Minimalist,No
35-44,Male,Professional,Tier3,50000-100000,59517,8407,Yes,Shopping,Never,Rarely,Very often,0,Need-based,Dont notice,Compare,Not at all,Debt,Yes,1,No,Too manual,Budget alerts,Food+Entertainment,Luxury,Yes
35-44,Male,Professional,Tier3,100000+,66738,16770,No,Food,Occasionally,3-4/week,Very often,3,Social,Neutral,Plan,Moderate,Investing,No,2,Yes,Too manual,Saving suggestions,Food+Shopping,Balanced,Maybe
18-24,Male,Student,Tier1,Below 20000,14965,2842,No,Bills,Occasionally,Rarely,Rarely,3,Discounts,Guilty,Plan,Strongly,Debt,Yes,3,Yes,None,Saving suggestions,Subscriptions+Entertainment,Minimalist,Maybe
35-44,Male,Homemaker,Tier2,20000-50000,29532,6941,Yes,Entertainment,Weekly,Daily,Sometimes,4,Social,Dont notice,Compare,Strongly,Managing expenses,Yes,1,No,Not useful,Budget alerts,Food+Shopping,Balanced,Yes
45+,Male,Student,Tier3,20000-50000,29512,2426,Yes,Food,Occasionally,Rarely,Sometimes,4,Social,Guilty,Plan,Strongly,Managing expenses,Sometimes,2,No,Not useful,Spending prediction,Food+Shopping,Balanced,Yes
45+,Male,Student,Tier3,100000+,87795,36167,No,Entertainment,Daily,Weekly,Rarely,0,Need-based,Neutral,Instant,Not at all,Managing expenses,Yes,4,No,Time-consuming,Saving suggestions,Food+Entertainment,Balanced,Yes
18-24,Male,Student,Tier2,Below 20000,16543,1508,No,Food,Never,Weekly,Never,3,Discounts,Dont notice,Compare,Not at all,Investing,Sometimes,2,Yes,Time-consuming,Spending prediction,Shopping+Travel,Minimalist,Maybe
25-34,Male,Homemaker,Tier3,20000-50000,32786,7323,No,Travel,Daily,Daily,Never,3,Social,Dont notice,Compare,Moderate,Investing,Sometimes,4,Yes,Not useful,Saving suggestions,Shopping+Travel,Minimalist,Yes
45+,Male,Student,Tier3,20000-50000,32291,8897,Yes,Travel,Weekly,Rarely,Never,0,Social,Guilty,Compare,Moderate,Saving,No,3,No,Too manual,Budget alerts,Food+Entertainment,Balanced,Maybe
35-44,Male,Homemaker,Tier2,50000-100000,41062,5922,Yes,Food,Weekly,3-4/week,Sometimes,0,Emotional,Dont notice,Compare,Not at all,Debt,Yes,2,No,Time-consuming,Expense tracking,Food+Shopping,Minimalist,Yes
18-24,Male,Student,Tier3,50000-100000,43947,16279,No,Bills,Weekly,3-4/week,Sometimes,3,Need-based,Guilty,Instant,Moderate,Managing expenses,Yes,4,No,Time-consuming,Spending prediction,Subscriptions+Entertainment,Minimalist,Yes
45+,Male,Self-employed,Tier1,100000+,78992,21522,No,Travel,Weekly,Rarely,Sometimes,2,Discounts,Dont notice,Instant,Strongly,Debt,Yes,5,No,Too manual,Budget alerts,Food+Shopping,Luxury,Maybe
45+,Female,Student,Tier1,100000+,111793,34751,No,Travel,Weekly,Daily,Sometimes,3,Emotional,Dont notice,Instant,Strongly,Saving,Yes,3,No,Time-consuming,Spending prediction,Food+Entertainment,Balanced,Yes
25-34,Male,Professional,Tier3,50000-100000,55295,14086,Yes,Travel,Never,Weekly,Very often,4,Emotional,Dont notice,Instant,Not at all,Debt,No,1,No,None,Budget alerts,Food+Shopping,Luxury,Yes
35-44,Female,Self-employed,Tier3,100000+,79414,27636,No,Food,Weekly,Daily,Sometimes,1,Need-based,Neutral,Compare,Strongly,Saving,No,5,Yes,Too manual,Saving suggestions,Food+Entertainment,Minimalist,Yes
25-34,Female,Homemaker,Tier1,Below 20000,8832,1188,Yes,Travel,Occasionally,Daily,Sometimes,4,Emotional,Dont notice,Plan,Strongly,Managing expenses,Sometimes,1,Yes,None,Saving suggestions,Shopping+Travel,Minimalist,Yes
35-44,Female,Professional,Tier1,50000-100000,56428,19931,No,Food,Weekly,Weekly,Very often,0,Need-based,Dont notice,Compare,Moderate,Debt,No,4,No,None,Expense tracking,Shopping+Travel,Luxury,Maybe
25-34,Female,Student,Tier1,20000-50000,51998,4934,No,Bills,Daily,Daily,Rarely,3,Social,Dont notice,Instant,Moderate,Saving,Yes,5,No,Time-consuming,Saving suggestions,Food+Entertainment,Minimalist,No
25-34,Male,Professional,Tier2,50000-100000,55050,9485,Yes,Travel,Daily,Daily,Never,0,Need-based,Dont notice,Instant,Moderate,Debt,Yes,4,No,Too manual,Budget alerts,Shopping+Travel,Minimalist,Yes
25-34,Male,Student,Tier1,50000-100000,63686,5602,Yes,Entertainment,Occasionally,Daily,Never,4,Emotional,Dont notice,Compare,Strongly,Saving,Sometimes,4,No,Not useful,Budget alerts,Food+Entertainment,Minimalist,No
18-24,Male,Homemaker,Tier1,20000-50000,20668,6463,No,Food,Occasionally,Daily,Sometimes,3,Discounts,Guilty,Plan,Strongly,Debt,Sometimes,3,No,Too manual,Budget alerts,Food+Shopping,Balanced,Yes
45+,Female,Professional,Tier3,Below 20000,8949,1232,Yes,Bills,Occasionally,Weekly,Sometimes,3,Need-based,Neutral,Compare,Not at all,Investing,Yes,4,No,Time-consuming,Saving suggestions,Shopping+Travel,Balanced,Maybe
18-24,Female,Student,Tier2,Below 20000,15978,1223,No,Bills,Daily,Rarely,Never,5,Social,Neutral,Plan,Not at all,Investing,Yes,3,Yes,None,Budget alerts,Food+Entertainment,Luxury,No
18-24,Female,Student,Tier3,50000-100000,52742,13842,Yes,Shopping,Daily,Rarely,Rarely,2,Social,Guilty,Compare,Not at all,Investing,No,3,No,None,Spending prediction,Subscriptions+Entertainment,Minimalist,No
25-34,Female,Student,Tier3,50000-100000,57498,17803,No,Shopping,Never,3-4/week,Rarely,4,Emotional,Guilty,Instant,Not at all,Saving,Yes,3,No,Time-consuming,Spending prediction,Food+Shopping,Luxury,Yes
35-44,Female,Professional,Tier1,20000-50000,25129,8404,No,Travel,Occasionally,Rarely,Very often,5,Discounts,Neutral,Plan,Moderate,Debt,No,4,No,Time-consuming,Spending prediction,Food+Shopping,Balanced,No
25-34,Male,Student,Tier1,100000+,106528,35804,No,Travel,Occasionally,Rarely,Rarely,0,Need-based,Dont notice,Compare,Not at all,Managing expenses,Sometimes,2,Yes,Too manual,Expense tracking,Food+Shopping,Minimalist,Yes
18-24,Male,Student,Tier1,20000-50000,18344,8414,Yes,Bills,Never,3-4/week,Rarely,2,Social,Neutral,Instant,Not at all,Investing,Sometimes,1,Yes,Time-consuming,Saving suggestions,Food+Entertainment,Minimalist,Yes
25-34,Female,Student,Tier1,20000-50000,55036,3302,Yes,Entertainment,Daily,3-4/week,Never,5,Need-based,Guilty,Instant,Strongly,Investing,Sometimes,2,Yes,None,Spending prediction,Subscriptions+Entertainment,Minimalist,Maybe
35-44,Male,Self-employed,Tier1,100000+,79474,23956,No,Bills,Occasionally,Weekly,Sometimes,0,Emotional,Neutral,Compare,Not at all,Investing,Sometimes,4,No,Too manual,Spending prediction,Food+Shopping,Luxury,Yes
25-34,Male,Homemaker,Tier3,50000-100000,30794,6516,Yes,Food,Daily,3-4/week,Sometimes,4,Discounts,Dont notice,Instant,Moderate,Saving,Sometimes,4,No,Too manual,Spending prediction,Food+Shopping,Minimalist,No
35-44,Female,Professional,Tier1,20000-50000,15486,7510,No,Food,Never,Daily,Never,0,Social,Guilty,Plan,Moderate,Investing,Yes,5,Yes,Time-consuming,Saving suggestions,Food+Entertainment,Luxury,No
25-34,Female,Self-employed,Tier3,50000-100000,41280,15188,Yes,Food,Occasionally,Weekly,Very often,3,Social,Dont notice,Plan,Not at all,Investing,Sometimes,3,Yes,None,Spending prediction,Food+Entertainment,Balanced,Yes
25-34,Female,Professional,Tier2,50000-100000,47669,16469,Yes,Travel,Daily,Daily,Rarely,2,Discounts,Guilty,Instant,Not at all,Managing expenses,Sometimes,3,Yes,None,Saving suggestions,Food+Entertainment,Luxury,Maybe
18-24,Male,Student,Tier2,100000+,76776,35157,Yes,Bills,Never,3-4/week,Never,0,Emotional,Neutral,Compare,Moderate,Managing expenses,Sometimes,2,No,Time-consuming,Expense tracking,Food+Entertainment,Balanced,Yes
35-44,Female,Professional,Tier3,100000+,110682,15308,Yes,Food,Weekly,Daily,Sometimes,4,Discounts,Guilty,Compare,Strongly,Debt,Yes,3,No,Too manual,Budget alerts,Food+Shopping,Luxury,Yes
35-44,Male,Professional,Tier2,50000-100000,46543,5886,No,Food,Never,3-4/week,Very often,2,Discounts,Dont notice,Compare,Moderate,Managing expenses,Yes,5,Yes,None,Expense tracking,Shopping+Travel,Balanced,Maybe
18-24,Male,Homemaker,Tier1,50000-100000,34804,7975,Yes,Shopping,Occasionally,3-4/week,Rarely,3,Social,Guilty,Plan,Not at all,Saving,Sometimes,5,Yes,Too manual,Spending prediction,Food+Entertainment,Balanced,No
25-34,Male,Professional,Tier2,20000-50000,38999,6728,No,Travel,Weekly,Weekly,Very often,4,Discounts,Neutral,Plan,Strongly,Saving,Yes,4,Yes,Time-consuming,Budget alerts,Food+Shopping,Luxury,No
45+,Female,Professional,Tier2,20000-50000,34213,2282,No,Shopping,Occasionally,Daily,Never,3,Social,Guilty,Compare,Strongly,Investing,No,4,Yes,None,Expense tracking,Shopping+Travel,Minimalist,Maybe
35-44,Male,Professional,Tier2,100000+,117521,35439,No,Food,Never,Weekly,Sometimes,4,Social,Dont notice,Compare,Moderate,Managing expenses,No,2,Yes,None,Saving suggestions,Food+Shopping,Luxury,Yes
25-34,Male,Homemaker,Tier1,20000-50000,39054,3428,Yes,Bills,Never,Daily,Sometimes,5,Social,Dont notice,Plan,Moderate,Managing expenses,Yes,2,Yes,None,Saving suggestions,Food+Entertainment,Minimalist,Yes
18-24,Female,Self-employed,Tier2,50000-100000,44635,7804,Yes,Travel,Weekly,3-4/week,Sometimes,4,Social,Dont notice,Compare,Moderate,Debt,Yes,3,Yes,Too manual,Saving suggestions,Shopping+Travel,Balanced,Maybe
25-34,Female,Homemaker,Tier3,50000-100000,50237,19799,No,Entertainment,Occasionally,3-4/week,Sometimes,3,Social,Guilty,Compare,Moderate,Saving,Sometimes,5,No,Too manual,Saving suggestions,Food+Shopping,Luxury,Yes
45+,Female,Self-employed,Tier1,50000-100000,34476,5356,No,Food,Occasionally,Weekly,Very often,3,Social,Neutral,Compare,Strongly,Managing expenses,No,2,Yes,Not useful,Expense tracking,Subscriptions+Entertainment,Balanced,Yes
25-34,Male,Homemaker,Tier2,20000-50000,27862,8588,No,Bills,Occasionally,Weekly,Sometimes,1,Need-based,Neutral,Compare,Strongly,Saving,Sometimes,1,Yes,None,Saving suggestions,Food+Entertainment,Balanced,Yes
25-34,Male,Student,Tier2,20000-50000,28432,6249,Yes,Bills,Never,3-4/week,Sometimes,0,Emotional,Dont notice,Instant,Not at all,Debt,No,4,Yes,Too manual,Spending prediction,Food+Shopping,Balanced,No
45+,Female,Student,Tier1,100000+,180012,15753,Yes,Bills,Occasionally,Rarely,Sometimes,4,Social,Neutral,Instant,Not at all,Managing expenses,No,5,Yes,Too manual,Expense tracking,Food+Shopping,Luxury,No
25-34,Female,Homemaker,Tier1,100000+,75842,31026,No,Food,Never,Daily,Sometimes,3,Discounts,Neutral,Compare,Moderate,Managing expenses,Sometimes,3,Yes,None,Expense tracking,Food+Entertainment,Balanced,Yes
35-44,Male,Homemaker,Tier1,Below 20000,17893,1371,Yes,Bills,Weekly,Weekly,Very often,0,Need-based,Neutral,Instant,Moderate,Saving,Yes,4,Yes,Time-consuming,Spending prediction,Shopping+Travel,Balanced,Maybe
25-34,Female,Homemaker,Tier1,100000+,91051,21757,No,Food,Daily,Weekly,Never,0,Emotional,Neutral,Compare,Not at all,Debt,No,3,Yes,Not useful,Budget alerts,Subscriptions+Entertainment,Minimalist,No
25-34,Female,Self-employed,Tier1,50000-100000,36721,8560,No,Bills,Never,Rarely,Never,3,Discounts,Neutral,Plan,Not at all,Investing,No,2,No,Time-consuming,Saving suggestions,Food+Entertainment,Luxury,Yes
25-34,Male,Homemaker,Tier1,50000-100000,51535,18398,Yes,Travel,Daily,Weekly,Never,5,Social,Neutral,Compare,Strongly,Debt,No,1,No,Time-consuming,Spending prediction,Food+Entertainment,Luxury,Maybe
25-34,Male,Student,Tier1,100000+,76279,35500,No,Food,Occasionally,Weekly,Very often,4,Need-based,Guilty,Plan,Not at all,Debt,Yes,4,Yes,None,Saving suggestions,Shopping+Travel,Minimalist,No
45+,Female,Student,Tier3,100000+,77257,18516,Yes,Bills,Never,Rarely,Never,5,Social,Guilty,Plan,Moderate,Debt,Sometimes,5,Yes,Not useful,Expense tracking,Food+Shopping,Minimalist,No
25-34,Male,Homemaker,Tier3,20000-50000,22311,2504,Yes,Food,Occasionally,Daily,Rarely,1,Emotional,Dont notice,Instant,Moderate,Investing,Yes,1,Yes,None,Spending prediction,Food+Shopping,Luxury,Maybe
35-44,Female,Student,Tier2,100000+,79176,16682,Yes,Food,Occasionally,Weekly,Never,2,Discounts,Dont notice,Instant,Not at all,Managing expenses,Yes,3,No,Too manual,Expense tracking,Food+Shopping,Balanced,Yes
25-34,Male,Homemaker,Tier1,100000+,99892,38886,No,Bills,Daily,3-4/week,Rarely,3,Discounts,Dont notice,Compare,Not at all,Managing expenses,Sometimes,3,No,Not useful,Budget alerts,Subscriptions+Entertainment,Minimalist,Yes
45+,Male,Self-employed,Tier1,Below 20000,17170,2891,No,Food,Weekly,3-4/week,Rarely,0,Discounts,Guilty,Instant,Strongly,Debt,Sometimes,2,No,Too manual,Expense tracking,Food+Entertainment,Minimalist,Maybe
45+,Male,Professional,Tier1,100000+,98625,19758,Yes,Food,Daily,Weekly,Rarely,4,Discounts,Neutral,Compare,Strongly,Debt,Sometimes,3,Yes,Too manual,Spending prediction,Subscriptions+Entertainment,Balanced,No
45+,Male,Professional,Tier3,50000-100000,62204,19253,Yes,Food,Occasionally,3-4/week,Never,5,Social,Dont notice,Compare,Not at all,Saving,Sometimes,2,No,Not useful,Budget alerts,Shopping+Travel,Minimalist,Maybe
25-34,Female,Professional,Tier2,50000-100000,62059,19023,No,Travel,Occasionally,Rarely,Never,3,Need-based,Dont notice,Plan,Not at all,Debt,No,5,Yes,Time-consuming,Expense tracking,Food+Entertainment,Balanced,Yes
35-44,Female,Professional,Tier1,20000-50000,41210,4295,No,Entertainment,Weekly,Rarely,Very often,3,Discounts,Guilty,Instant,Strongly,Saving,Sometimes,2,Yes,Too manual,Budget alerts,Food+Shopping,Balanced,Maybe
25-34,Female,Student,Tier1,50000-100000,38481,15266,Yes,Entertainment,Never,Weekly,Never,0,Social,Dont notice,Plan,Not at all,Saving,Yes,1,No,Not useful,Expense tracking,Food+Shopping,Minimalist,No
18-24,Female,Student,Tier3,50000-100000,66937,5669,Yes,Travel,Occasionally,Daily,Rarely,0,Discounts,Dont notice,Instant,Strongly,Saving,Sometimes,5,Yes,None,Budget alerts,Food+Shopping,Balanced,No
45+,Female,Student,Tier1,50000-100000,50761,16042,No,Food,Weekly,Rarely,Very often,2,Need-based,Guilty,Compare,Not at all,Debt,No,1,Yes,None,Saving suggestions,Food+Shopping,Minimalist,Yes
45+,Female,Professional,Tier3,100000+,107751,17448,Yes,Bills,Occasionally,Rarely,Sometimes,5,Need-based,Dont notice,Plan,Strongly,Debt,Sometimes,2,No,None,Budget alerts,Food+Entertainment,Luxury,Yes
25-34,Male,Professional,Tier3,50000-100000,33219,14277,Yes,Shopping,Daily,Weekly,Very often,5,Discounts,Guilty,Compare,Moderate,Saving,Yes,2,No,None,Budget alerts,Food+Entertainment,Balanced,Maybe
25-34,Female,Student,Tier1,20000-50000,24282,8836,No,Bills,Weekly,3-4/week,Sometimes,0,Need-based,Guilty,Instant,Strongly,Investing,Yes,4,No,Not useful,Saving suggestions,Subscriptions+Entertainment,Luxury,Maybe
35-44,Male,Student,Tier1,20000-50000,20771,8295,Yes,Entertainment,Daily,3-4/week,Sometimes,5,Need-based,Dont notice,Compare,Not at all,Debt,No,5,No,Not useful,Expense tracking,Food+Entertainment,Minimalist,No
45+,Female,Homemaker,Tier1,50000-100000,45369,18565,Yes,Travel,Never,3-4/week,Sometimes,4,Need-based,Guilty,Plan,Not at all,Debt,Sometimes,2,No,None,Expense tracking,Food+Entertainment,Minimalist,Yes
25-34,Female,Self-employed,Tier1,Below 20000,8333,29,No,Shopping,Daily,Weekly,Sometimes,3,Discounts,Neutral,Compare,Strongly,Managing expenses,Yes,5,Yes,Too manual,Expense tracking,Food+Entertainment,Luxury,Yes
18-24,Female,Student,Tier2,100000+,95374,25156,No,Food,Daily,Daily,Rarely,5,Emotional,Neutral,Plan,Strongly,Managing expenses,Sometimes,1,Yes,Too manual,Spending prediction,Food+Entertainment,Luxury,No
18-24,Male,Professional,Tier1,Below 20000,13165,2207,Yes,Travel,Never,Weekly,Never,1,Emotional,Dont notice,Plan,Moderate,Managing expenses,No,3,Yes,None,Budget alerts,Subscriptions+Entertainment,Luxury,Maybe
45+,Female,Self-employed,Tier2,Below 20000,14507,2416,Yes,Shopping,Never,Weekly,Sometimes,2,Social,Neutral,Plan,Strongly,Debt,Yes,3,No,None,Expense tracking,Shopping+Travel,Minimalist,Maybe
18-24,Male,Student,Tier2,50000-100000,53610,9177,No,Entertainment,Daily,3-4/week,Very often,0,Discounts,Neutral,Instant,Not at all,Investing,Yes,5,Yes,Time-consuming,Spending prediction,Subscriptions+Entertainment,Minimalist,No
25-34,Male,Homemaker,Tier1,20000-50000,23524,3458,Yes,Bills,Never,Weekly,Never,4,Social,Neutral,Instant,Strongly,Managing expenses,Yes,2,No,None,Saving suggestions,Subscriptions+Entertainment,Balanced,No
25-34,Male,Homemaker,Tier1,50000-100000,132072,6936,Yes,Entertainment,Daily,Weekly,Very often,4,Emotional,Dont notice,Compare,Not at all,Managing expenses,Sometimes,1,No,Not useful,Expense tracking,Food+Shopping,Minimalist,Maybe
18-24,Male,Student,Tier2,Below 20000,8557,2569,Yes,Shopping,Never,3-4/week,Rarely,4,Emotional,Guilty,Instant,Not at all,Saving,No,4,Yes,Time-consuming,Spending prediction,Subscriptions+Entertainment,Luxury,No
35-44,Female,Student,Tier2,100000+,94608,37717,Yes,Entertainment,Weekly,Weekly,Very often,4,Emotional,Neutral,Instant,Moderate,Debt,Yes,2,No,None,Expense tracking,Subscriptions+Entertainment,Minimalist,Maybe
45+,Female,Professional,Tier2,50000-100000,51716,19928,No,Bills,Occasionally,Daily,Never,0,Need-based,Neutral,Instant,Moderate,Investing,Yes,5,Yes,None,Saving suggestions,Shopping+Travel,Luxury,Maybe
45+,Male,Homemaker,Tier2,50000-100000,33278,16078,No,Shopping,Never,3-4/week,Very often,4,Social,Dont notice,Compare,Moderate,Managing expenses,No,5,Yes,Not useful,Saving suggestions,Subscriptions+Entertainment,Luxury,Yes
45+,Female,Homemaker,Tier2,Below 20000,14884,212,No,Travel,Daily,Daily,Never,5,Need-based,Neutral,Compare,Strongly,Managing expenses,Yes,2,Yes,Not useful,Budget alerts,Shopping+Travel,Luxury,Maybe
18-24,Female,Student,Tier2,Below 20000,14471,2295,Yes,Travel,Never,Weekly,Never,0,Social,Neutral,Plan,Moderate,Saving,Sometimes,2,No,Time-consuming,Budget alerts,Subscriptions+Entertainment,Minimalist,Maybe
25-34,Male,Homemaker,Tier1,100000+,144232,32539,No,Travel,Daily,3-4/week,Never,1,Social,Dont notice,Instant,Not at all,Managing expenses,Yes,2,No,Time-consuming,Expense tracking,Food+Shopping,Balanced,Maybe
45+,Female,Self-employed,Tier2,Below 20000,12278,1963,Yes,Bills,Daily,Daily,Never,4,Discounts,Guilty,Plan,Strongly,Investing,Sometimes,4,No,Not useful,Saving suggestions,Shopping+Travel,Minimalist,Maybe
18-24,Female,Student,Tier1,100000+,87668,28869,No,Food,Weekly,3-4/week,Rarely,3,Emotional,Guilty,Compare,Strongly,Saving,No,5,Yes,Too manual,Expense tracking,Food+Entertainment,Luxury,Maybe
35-44,Male,Self-employed,Tier1,50000-100000,69332,12822,Yes,Shopping,Daily,3-4/week,Rarely,0,Need-based,Dont notice,Compare,Not at all,Investing,Yes,1,Yes,Time-consuming,Spending prediction,Subscriptions+Entertainment,Minimalist,Maybe
35-44,Female,Student,Tier3,Below 20000,17376,2281,No,Shopping,Daily,Rarely,Never,0,Need-based,Guilty,Compare,Moderate,Investing,Sometimes,4,No,Too manual,Saving suggestions,Subscriptions+Entertainment,Luxury,Yes
18-24,Male,Student,Tier1,20000-50000,31909,8139,No,Bills,Occasionally,Rarely,Very often,3,Discounts,Neutral,Instant,Not at all,Managing expenses,No,5,No,Not useful,Saving suggestions,Subscriptions+Entertainment,Minimalist,No
18-24,Female,Student,Tier2,20000-50000,34279,4145,Yes,Entertainment,Daily,Daily,Very often,4,Need-based,Neutral,Compare,Not at all,Investing,Sometimes,2,Yes,Not useful,Expense tracking,Shopping+Travel,Minimalist,Yes
35-44,Female,Homemaker,Tier1,Below 20000,16253,461,No,Food,Weekly,Daily,Very often,1,Discounts,Dont notice,Compare,Moderate,Managing expenses,Sometimes,2,No,Time-consuming,Expense tracking,Food+Entertainment,Minimalist,Maybe
18-24,Male,Student,Tier2,100000+,95314,13829,Yes,Food,Occasionally,Rarely,Never,1,Need-based,Dont notice,Plan,Not at all,Debt,Yes,4,No,Not useful,Budget alerts,Food+Shopping,Luxury,Yes
